refid,year,pubmedid,pubmedcentralid,doi,uri
rid.13646,2012,22247215,,10.1099/ijs.0.039453-0,
rid.13634,2012,22247217,,10.1099/ijs.0.038612-0,
rid.13647,2012,22268071,,10.1099/ijs.0.037549-0,
rid.13648,2012,22268074,,10.1099/ijs.0.039594-0,
rid.13649,2012,22268075,,10.1099/ijs.0.036020-0,
rid.13635,2012,22357776,,10.1099/ijs.0.038299-0,
rid.13652,2012,22286907,,10.1099/ijs.0.035857-0,
rid.13629,2012,22286906,,10.1099/ijs.0.038877-0,
rid.13654,2012,22307514,,10.1099/ijs.0.037812-0,
rid.13655,2012,22307515,,10.1099/ijs.0.033845-0,
rid.13656,2012,22307511,,10.1099/ijs.0.037853-0,
rid.13657,2012,22307517,,10.1099/ijs.0.036871-0,
rid.13636,2012,22307504,,10.1099/ijs.0.034660-0,
rid.13658,2012,22307503,,10.1099/ijs.0.036186-0,
rid.13659,2012,22307506,,10.1099/ijs.0.038943-0,
rid.13660,2012,22307509,,10.1099/ijs.0.040808-0,
rid.13830,2013,22544796,,10.1099/ijs.0.040741-0,
rid.13619,2013,23148104,,10.1099/ijs.0.044545-0,
rid.13681,2012,22439981,,10.1111/j.1469-0691.2012.03818.x,
rid.13669,2012,22178538,,10.1016/j.anaerobe.2011.11.008,
rid.13673,2012,22765162,,10.1111/j.1574-6968.2012.02631.x,
rid.13674,2012,22647459,,10.1016/j.syapm.2012.04.004,
rid.13675,2012,22795568,,10.1016/j.syapm.2012.06.003,
rid.13677,2012,21959289,,10.1016/j.syapm.2011.08.006,
rid.13678,2003,,,10.1016/S1075-9964(03)00064-7,
rid.13679,2011,20814681,,10.1007/s00284-010-9733-z,
rid.13684,2012,22659832,,10.1007/s00203-012-0822-1,
rid.13685,2012,22736101,,10.1007/s10482-012-9765-4,
rid.13687,2012,22669198,,10.1007/s10482-012-9753-8,
rid.13688,2012,22660951,,10.1007/s10482-012-9754-7,
rid.13689,2012,22760842,,10.1007/s10482-012-9771-6,
rid.13671,2012,22987249,,10.1007/s10482-012-9812-1,
rid.13682,2012,22878741,,10.2323/jgam.58.235,
rid.13683,2012,22411358,,10.1007/s00792-012-0437-0,
rid.13676,2013,22940883,,10.1007/s00203-012-0840-z,
rid.13694,2012,23124756,,10.1007/s12275-012-1554-2,
rid.13670,2009,20127465,,10.1007/s12275-009-0126-6,
rid.13667,2012,22228662,,10.1099/ijs.0.037234-0,
rid.13668,2012,22247210,,10.1099/ijs.0.038679-0,
rid.13662,2012,22247214,,10.1099/ijs.0.035691-0,
rid.13663,2012,22268076,,10.1099/ijs.0.036699-0,
rid.13664,2012,22307507,,10.1099/ijs.0.036442-0,
rid.13665,2012,22307508,,10.1099/ijs.0.036707-0,
rid.13666,2012,22307505,,10.1099/ijs.0.039040-0,
rid.13698,2012,22964422,,10.1016/j.syapm.2012.08.002,
rid.13699,2012,23010576,,10.1016/j.syapm.2012.08.003,
rid.13690,2012,22706524,,10.1007/s10482-012-9761-8,
rid.13691,2012,22684782,,10.1007/s10482-012-9755-6,
rid.13692,2012,22622623,,10.1007/s10482-012-9750-y,
rid.13695,2012,23124758,,10.1007/s12275-012-1587-6,
rid.13697,2011,21222033,,10.1007/s10482-010-9535-0,
rid.13700,2010,20567903,,10.1007/s10482-010-9452-2,
rid.13701,2012,22500952,,10.1111/j.1348-0421.2012.00464.x,
rid.13702,2012,23081798,,10.1007/s00792-012-0486-4,
rid.13704,2013,,,10.1099/ijs.0.049312-0,
rid.13708,2013,22328609,,10.1099/ijs.0.036533-0,
rid.13709,2013,22328604,,10.1099/ijs.0.038364-0,
rid.13711,2013,22328614,,10.1099/ijs.0.036434-0,
rid.13733,2013,22345133,,10.1099/ijs.0.034447-0,
rid.13705,2013,22345136,,10.1099/ijs.0.036558-0,
rid.13712,2013,22345137,,10.1099/ijs.0.036087-0,
rid.13713,2013,22888195,,10.1099/ijs.0.035873-0,
rid.13714,2013,22345139,,10.1099/ijs.0.037291-0,
rid.13715,2013,22345140,,10.1099/ijs.0.038091-0,
rid.13735,2013,22368169,,10.1099/ijs.0.039701-0,
rid.13716,2013,22368170,,10.1099/ijs.0.038141-0,
rid.13736,2013,22368172,,10.1099/ijs.0.039842-0,
rid.13717,2013,22427442,,10.1099/ijs.0.037465-0,
rid.13719,2013,22389283,,10.1099/ijs.0.040600-0,
rid.13759,2013,22307510,,10.1099/ijs.0.039016-0,
rid.13726,2013,22328607,,10.1099/ijs.0.030627-0,
rid.13760,2013,22328612,,10.1099/ijs.0.041012-0,
rid.13732,2013,22345135,,10.1099/ijs.0.038836-0,
rid.13734,2013,22368168,,10.1099/ijs.0.040196-0,
rid.13728,2013,22368171,,10.1099/ijs.0.040923-0,
rid.13738,2013,22389279,,10.1099/ijs.0.038471-0,
rid.13739,2013,22389280,,10.1099/ijs.0.040873-0,
rid.13740,2013,22389282,,10.1099/ijs.0.038620-0,
rid.13741,2013,22389284,,10.1099/ijs.0.038729-0,
rid.13720,2013,22389285,,10.1099/ijs.0.035725-0,
rid.13721,2013,22389287,,10.1099/ijs.0.037093-0,
rid.13722,2013,22447697,,10.1099/ijs.0.038166-0,
rid.13723,2013,22389286,,10.1099/ijs.0.038232-0,
rid.13724,2013,22389288,,10.1099/ijs.0.039297-0,
rid.13743,2013,22407790,,10.1099/ijs.0.036749-0,
rid.13744,2013,22407791,,10.1099/ijs.0.033654-0,
rid.13745,2013,22427443,,10.1099/ijs.0.038406-0,
rid.13755,2013,22427446,,10.1099/ijs.0.040147-0,
rid.13756,2013,22427445,,10.1099/ijs.0.041384-0,
rid.13725,2013,22427452,,10.1099/ijs.0.039289-0,
rid.13757,2013,22427453,,10.1099/ijs.0.037846-0,
rid.13758,2013,22427447,,10.1099/ijs.0.039107-0,
rid.13729,2013,22447700,,10.1099/ijs.0.041640-0,
rid.13766,2013,22872431,,10.1007/s10482-012-9789-9,
rid.13767,2013,23053492,,10.1007/s00284-012-0245-x,
rid.13768,2013,23052149,,10.1007/s00203-012-0846-6,
rid.13769,2012,23274994,,10.1007/s12275-012-2118-1,
rid.13771,2013,23053482,,10.1007/s00284-012-0200-x,
rid.13772,2013,22899021,,10.1007/s10482-012-9792-1,
rid.13680,2013,22806133,,10.1007/s10482-012-9775-2,
rid.13750,2013,22345138,,10.1099/ijs.0.038547-0,
rid.13753,2013,22427448,,10.1099/ijs.0.036798-0,
rid.13747,2013,22427451,,10.1099/ijs.0.038893-0,
rid.13748,2013,22427444,,10.1099/ijs.0.040485-0,
rid.13749,2013,22447703,,10.1099/ijs.0.039255-0,
rid.13781,2013,22447702,,10.1099/ijs.0.038737-0,
rid.13790,2013,22447699,,10.1099/ijs.0.039388-0,
rid.13782,2013,22523163,,10.1099/ijs.0.038281-0,
rid.13783,2013,22523162,,10.1099/ijs.0.039008-0,
rid.13784,2013,22523169,,10.1099/ijs.0.039099-0,
rid.13785,2013,22523171,,10.1099/ijs.0.039180-0,
rid.13786,2013,22523170,,10.1099/ijs.0.041103-0,
rid.13787,2013,22523172,,10.1099/ijs.0.042325-0,
rid.13788,2013,22544785,,10.1099/ijs.0.042218-0,
rid.13779,2013,22561588,,10.1099/ijs.0.041681-0,
rid.13789,2013,22561592,,10.1099/ijs.0.042275-0,
rid.13780,2013,22561593,,10.1099/ijs.0.043091-0,
rid.13774,2012,23187705,,10.1007/s00203-012-0852-8,
rid.13775,2012,23337575,,10.2323/jgam.58.405,
rid.13778,2011,21671194,,10.1007/s10482-011-9600-3,
rid.13791,2013,22467156,,10.1099/ijs.0.037085-0,
rid.13792,2013,22467158,,10.1099/ijs.0.038133-0,
rid.13823,2013,22467157,,10.1099/ijs.0.042531-0,
rid.13793,2013,22493173,,10.1099/ijs.0.037622-0,
rid.13794,2013,22493174,,10.1099/ijs.0.041285-0,
rid.13824,2013,22505601,,10.1099/ijs.0.038455-0,
rid.13795,2013,22523160,,10.1099/ijs.0.041152-0,
rid.13796,2013,22523164,,10.1099/ijs.0.036947-0,
rid.13797,2013,22523165,,10.1099/ijs.0.041467-0,
rid.13825,2013,22523168,,10.1099/ijs.0.039867-0,
rid.13798,2013,22544786,,10.1099/ijs.0.035238-0,
rid.13799,2013,22544782,,10.1099/ijs.0.036541-0,
rid.13800,2013,22544788,,10.1099/ijs.0.041566-0,
rid.13801,2013,22544790,,10.1099/ijs.0.036830-0,
rid.13827,2013,22544793,,10.1099/ijs.0.039404-0,
rid.13817,2013,22544801,,10.1099/ijs.0.039826-0,
rid.13818,2013,22544800,,10.1099/ijs.0.039834-0,
rid.13820,2013,22561590,,10.1099/ijs.0.039396-0,
rid.13822,2013,22581901,,10.1099/ijs.0.043356-0,
rid.13802,2013,22798643,,10.1099/ijs.0.041202-0,
rid.13803,2013,22581904,,10.1099/ijs.0.041210-0,
rid.13845,2013,22634700,,10.1099/ijs.0.042929-0,
rid.13840,2012,22872369,,10.1007/s00792-012-0473-9,
rid.13804,2013,22447701,,10.1099/ijs.0.039073-0,
rid.13805,2013,22467154,,10.1099/ijs.0.039065-0,
rid.13806,2013,22467155,,10.1099/ijs.0.039859-0,
rid.13836,2013,22493171,,10.1099/ijs.0.041038-0,
rid.13809,2013,22493175,,10.1099/ijs.0.035410-0,
rid.13810,2013,22505600,,10.1099/ijs.0.039578-0,
rid.13811,2013,22523161,,10.1099/ijs.0.041392-0,
rid.13812,2013,22523167,,10.1099/ijs.0.039743-0,
rid.13813,2013,22544781,,10.1099/ijs.0.041442-0,
rid.13814,2013,22544783,,10.1099/ijs.0.043083-0,
rid.13815,2013,22544784,,10.1099/ijs.0.040865-0,
rid.13935,2013,22888186,,10.1099/ijs.0.039420-0,
rid.13816,2013,22544787,,10.1099/ijs.0.034280-0,
rid.13831,2013,22544795,,10.1099/ijs.0.040931-0,
rid.13833,2013,22544799,,10.1099/ijs.0.041632-0,
rid.13834,2013,22561589,,10.1099/ijs.0.040907-0,
rid.13835,2013,22561594,,10.1099/ijs.0.038844-0,
rid.13842,2013,22611203,,10.1099/ijs.0.037432-0,
rid.13857,2013,22634699,,10.1099/ijs.0.036277-0,
rid.13847,2013,22634703,,10.1099/ijs.0.041491-0,
rid.13843,2013,22659499,,10.1099/ijs.0.042549-0,
rid.13849,2013,22685110,,10.1099/ijs.0.044958-0,
rid.13858,2013,22707528,,10.1099/ijs.0.042747-0,
rid.13851,2013,22707531,,10.1099/ijs.0.043539-0,
rid.13852,2013,22707533,,10.1099/ijs.0.039990-0,
rid.13853,2013,22707530,,10.1099/ijs.0.044982-0,
rid.13854,2013,22729022,,10.1099/ijs.0.039305-0,
rid.13874,2013,22685107,,10.1099/ijs.0.041897-0,
rid.13859,2013,22581902,,10.1099/ijs.0.038927-0,
rid.13860,2013,22581903,,10.1099/ijs.0.040188-0,
rid.13881,2013,22611196,,10.1099/ijs.0.030155-0,
rid.13861,2013,22611197,,10.1099/ijs.0.038497-0,
rid.13882,2013,22611198,,10.1099/ijs.0.041178-0,
rid.13862,2013,22611199,,10.1099/ijs.0.040675-0,
rid.13855,2013,22611200,,10.1099/ijs.0.041350-0,
rid.13856,2013,22611202,,10.1099/ijs.0.031740-0,
rid.13883,2013,22634701,,10.1099/ijs.0.039974-0,
rid.13846,2013,22634702,,10.1099/ijs.0.037135-0,
rid.13868,2013,22659506,,10.1099/ijs.0.041186-0,
rid.13869,2013,22685101,,10.1099/ijs.0.039024-0,
rid.13870,2013,22685103,,10.1099/ijs.0.042408-0,
rid.13871,2013,22685102,,10.1099/ijs.0.043208-0,
rid.13872,2013,22685109,,10.1099/ijs.0.040691-0,
rid.13876,2013,22707534,,10.1099/ijs.0.040568-0,
rid.13877,2013,22707532,,10.1099/ijs.0.043505-0,
rid.13878,2013,22729025,,10.1099/ijs.0.043414-0,
rid.13879,2013,22753524,,10.1099/ijs.0.040584-0,
rid.13880,2013,22753523,,10.1099/ijs.0.044180-0,
rid.13844,2013,22753525,,10.1099/ijs.0.044693-0,
rid.14994,2014,24453233,,10.1099/ijs.0.057869-0,
rid.13903,2012,22776713,,10.1016/j.syapm.2012.04.007,
rid.13898,2013,23180373,,10.1007/s10482-012-9851-7,
rid.13901,2013,23097017,,10.1007/s10482-012-9832-x,
rid.13905,2013,23269498,,10.1007/s00203-012-0860-8,
rid.13900,2012,22736500,,10.1002/jobm.201100638,
rid.13915,2012,,,,
rid.13864,2013,22634698,,10.1099/ijs.0.040956-0,
rid.13884,2013,22634704,,10.1099/ijs.0.038554-0,
rid.13885,2013,22634705,,10.1099/ijs.0.040337-0,
rid.13886,2013,22659503,,10.1099/ijs.0.040998-0,
rid.13865,2013,22659502,,10.1099/ijs.0.042283-0,
rid.13866,2013,22659500,,10.1099/ijs.0.043125-0,
rid.13887,2013,22659504,,10.1099/ijs.0.043398-0,
rid.13888,2013,22659501,,10.1099/ijs.0.043471-0,
rid.13889,2013,22659507,,10.1099/ijs.0.043844-0,
rid.13890,2013,22685106,,10.1099/ijs.0.040352-0,
rid.13891,2013,22707529,,10.1099/ijs.0.041889-0,
rid.13893,2013,22707536,,10.1099/ijs.0.042416-0,
rid.13894,2013,22707537,,10.1099/ijs.0.043257-0,
rid.13895,2013,22707538,,10.1099/ijs.0.042614-0,
rid.13897,2013,22771681,,10.1099/ijs.0.044115-0,
rid.13934,2013,22798657,,10.1099/ijs.0.037572-0,
rid.13909,2012,22080411,,10.1007/s10482-011-9672-0,
rid.13911,2013,23011007,,10.1007/s10482-012-9816-x,
rid.13910,2013,22865027,,10.1007/s10482-012-9788-x,
rid.13917,2012,,,,
rid.13913,2013,23188380,,10.1038/ja.2012.96,
rid.13902,2013,23161262,,10.1007/s10482-012-9850-8,
rid.13931,2013,22771682,,10.1099/ijs.0.042689-0,
rid.13922,2013,22798659,,10.1099/ijs.0.039685-0,
rid.13923,2013,22771686,,10.1099/ijs.0.041343-0,
rid.13921,2013,22771685,,10.1099/ijs.0.042770-0,
rid.13951,2013,22771684,,10.1099/ijs.0.043273-0,
rid.13926,2013,22798645,,10.1099/ijs.0.043885-0,
rid.13952,2013,22798646,,10.1099/ijs.0.042101-0,
rid.13937,2013,22798649,,10.1099/ijs.0.040915-0,
rid.13933,2013,22798642,,10.1099/ijs.0.042861-0,
rid.13950,2013,22843714,,10.1099/ijs.0.043174-0,
rid.13932,2013,22843719,,10.1099/ijs.0.037937-0,
rid.13924,2013,22821735,,10.1099/ijs.0.042945-0,
rid.13940,2013,22843715,,10.1099/ijs.0.043612-0,
rid.13936,2013,22843722,,10.1099/ijs.0.034579-0,
rid.13939,2013,22843723,,10.1099/ijs.0.042515-0,
rid.13929,2013,22843725,,10.1099/ijs.0.042556-0,
rid.13930,2013,22863987,,10.1099/ijs.0.045807-0,
rid.13928,2013,22888189,,10.1099/ijs.0.043026-0,
rid.13975,2013,23671191,,10.1099/ijs.0.052571-0,
rid.13963,2013,22771683,,10.1099/ijs.0.041509-0,
rid.13970,2013,22771687,,10.1099/ijs.0.036376-0,
rid.13960,2013,22798653,,10.1099/ijs.0.044057-0,
rid.13956,2013,22798648,,10.1099/ijs.0.035212-0,
rid.13966,2013,22798650,,10.1099/ijs.0.042796-0,
rid.13954,2013,22798656,,10.1099/ijs.0.042606-0,
rid.13949,2013,22904212,,10.1099/ijs.0.041236-0,
rid.13961,2013,22798655,,10.1099/ijs.0.044966-0,
rid.13957,2013,22821734,,10.1099/ijs.0.040501-0,
rid.13947,2013,22821736,,10.1099/ijs.0.043018-0,
rid.13945,2013,22843716,,10.1099/ijs.0.038349-0,
rid.13965,2013,22843717,,10.1099/ijs.0.044305-0,
rid.13964,2013,22843720,,10.1099/ijs.0.044537-0,
rid.13959,2013,22843724,,10.1099/ijs.0.043836-0,
rid.13958,2013,22843726,,10.1099/ijs.0.042879-0,
rid.13953,2013,22863988,,10.1099/ijs.0.042986-0,
rid.13942,2013,22888185,,10.1099/ijs.0.045229-0,
rid.13944,2013,22888192,,10.1099/ijs.0.041798-0,
rid.13941,2013,22904213,,10.1099/ijs.0.043489-0,
rid.13946,2013,22888190,,10.1099/ijs.0.044735-0,
rid.13943,2013,22888194,,10.1099/ijs.0.042002-0,
rid.13990,2013,22904229,,10.1099/ijs.0.044297-0,
rid.13991,2013,22922533,,10.1099/ijs.0.041145-0,
rid.13992,2013,22922534,,10.1099/ijs.0.041020-0,
rid.13993,2013,22941296,,10.1099/ijs.0.041939-0,
rid.13994,2013,22941298,,10.1099/ijs.0.043737-0,
rid.13985,2013,22941303,,10.1099/ijs.0.040659-0,
rid.14118,2013,23314911,,10.1007/s10482-013-9875-7,
rid.13826,2013,22544791,,10.1099/ijs.0.039214-0,
rid.13969,2013,22798644,,10.1099/ijs.0.043828-0,
rid.13971,2013,22798651,,10.1099/ijs.0.033134-0,
rid.13973,2013,22888191,,10.1099/ijs.0.045054-0,
rid.13974,2013,22888188,,10.1099/ijs.0.046433-0,
rid.13987,2013,22904216,,10.1099/ijs.0.042838-0,
rid.13988,2013,22904222,,10.1099/ijs.0.043448-0,
rid.14011,2013,22904221,,10.1099/ijs.0.044131-0,
rid.14012,2013,22904224,,10.1099/ijs.0.044198-0,
rid.14013,2013,22904223,,10.1099/ijs.0.044271-0,
rid.14014,2013,22904219,,10.1099/ijs.0.044420-0,
rid.14015,2013,22904226,,10.1099/ijs.0.044495-0,
rid.14016,2013,22904215,,10.1099/ijs.0.044651-0,
rid.14017,2013,22904220,,10.1099/ijs.0.044669-0,
rid.14018,2013,22904217,,10.1099/ijs.0.045203-0,
rid.13981,2013,22922535,,10.1099/ijs.0.040311-0,
rid.13982,2013,23041632,,10.1099/ijs.0.043760-0,
rid.13983,2013,22922537,,10.1099/ijs.0.045146-0,
rid.13976,2013,22922536,,10.1099/ijs.0.045906-0,
rid.13984,2013,22941299,,10.1099/ijs.0.044123-0,
rid.13977,2013,22941301,,10.1099/ijs.0.043984-0,
rid.13986,2013,23002044,,10.1099/ijs.0.041111-0,
rid.13978,2013,23002046,,10.1099/ijs.0.042044-0,
rid.13979,2013,23002049,,10.1099/ijs.0.043380-0,
rid.13980,2013,23002051,,10.1099/ijs.0.045930-0,
rid.14038,2013,23041642,,10.1099/ijs.0.045815-0,
rid.10714,1988,3343522,,,
rid.14021,2013,22904228,,10.1099/ijs.0.044263-0,
rid.13996,2013,23002052,,10.1099/ijs.0.041368-0,
rid.13997,2013,22941300,,10.1099/ijs.0.041871-0,
rid.13998,2013,22962336,,10.1099/ijs.0.043604-0,
rid.13999,2013,22984136,,10.1099/ijs.0.043729-0,
rid.14000,2013,22984137,,10.1099/ijs.0.044453-0,
rid.14001,2013,23002045,,10.1099/ijs.0.042119-0,
rid.14002,2013,22984138,,10.1099/ijs.0.045161-0,
rid.14003,2013,22984139,,10.1099/ijs.0.042028-0,
rid.14004,2013,22984141,,10.1099/ijs.0.044388-0,
rid.14005,2013,23041633,,10.1099/ijs.0.042713-0,
rid.14006,2013,23002050,,10.1099/ijs.0.043976-0,
rid.14007,2013,23024140,,10.1099/ijs.0.041905-0,
rid.14008,2013,23024141,,10.1099/ijs.0.046417-0,
rid.14041,2013,23024142,,10.1099/ijs.0.041749-0,
rid.14049,2013,23024144,,10.1099/ijs.0.045302-0,
rid.14043,2013,23024147,,10.1099/ijs.0.043596-0,
rid.14044,2013,23041645,,10.1099/ijs.0.043497-0,
rid.14033,2013,23104364,,10.1099/ijs.0.044487-0,
rid.14094,2013,23148099,,10.1099/ijs.0.046292-0,
rid.14039,2013,23159748,,10.1099/ijs.0.046888-0,
rid.14048,2013,23159750,,10.1099/ijs.0.047662-0,
rid.14040,2013,23159753,,10.1099/ijs.0.045070-0,
rid.14023,2013,22941302,,10.1099/ijs.0.044289-0,
rid.14024,2013,22962334,,10.1099/ijs.0.043620-0,
rid.14025,2013,22962333,,10.1099/ijs.0.043679-0,
rid.14026,2013,22962335,,10.1099/ijs.0.040014-0,
rid.14027,2013,23002047,,10.1099/ijs.0.045104-0,
rid.14029,2013,23002048,,10.1099/ijs.0.046664-0,
rid.14054,2013,23087164,,10.1099/ijs.0.043588-0,
rid.14045,2013,23064349,,10.1099/ijs.0.044396-0,
rid.14046,2013,23064350,,10.1099/ijs.0.040139-0,
rid.14037,2013,23104361,,10.1099/ijs.0.043661-0,
rid.14063,2013,23125317,,10.1099/ijs.0.045716-0,
rid.14061,2013,23104358,,10.1099/ijs.0.044107-0,
rid.14064,2013,23125319,,10.1099/ijs.0.047845-0,
rid.14065,2013,23125320,,10.1099/ijs.0.040840-0,
rid.14034,2013,23125321,,10.1099/ijs.0.045773-0,
rid.14066,2013,23148096,,10.1099/ijs.0.046102-0,
rid.14067,2013,23148094,,10.1099/ijs.0.047894-0,
rid.14068,2013,23148102,,10.1099/ijs.0.046383-0,
rid.14069,2013,23159747,,10.1099/ijs.0.046656-0,
rid.14070,2013,23148101,,10.1099/ijs.0.047415-0,
rid.14072,2013,23159752,,10.1099/ijs.0.045484-0,
rid.14074,2013,23159755,,10.1099/ijs.0.043927-0,
rid.14117,2013,23625231,,10.1007/s12275-013-2563-5,
rid.14097,2006,17116971,,10.2323/jgam.52.223,
rid.14042,2013,23024143,,10.1099/ijs.0.041947-0,
rid.14093,2013,23041636,,10.1099/ijs.0.041848-0,
rid.14051,2013,23041635,,10.1099/ijs.0.043364-0,
rid.14055,2013,23064351,,10.1099/ijs.0.038158-0,
rid.14086,2013,23064353,,10.1099/ijs.0.040394-0,
rid.14087,2013,23064355,,10.1099/ijs.0.043919-0,
rid.14056,2013,23087165,,10.1099/ijs.0.030965-0,
rid.14057,2013,23087166,,10.1099/ijs.0.040766-0,
rid.14058,2013,23087167,,10.1099/ijs.0.045492-0,
rid.14059,2013,23087169,,10.1099/ijs.0.044313-0,
rid.14060,2013,23087170,,10.1099/ijs.0.047068-0,
rid.14071,2013,23159749,,10.1099/ijs.0.040162-0,
rid.14073,2013,23159751,,10.1099/ijs.0.045658-0,
rid.14084,2013,23125318,,10.1099/ijs.0.046227-0,
rid.14085,2013,23148095,,10.1099/ijs.0.044412-0,
rid.14088,2013,23148103,,10.1099/ijs.0.046318-0,
rid.14089,2013,23148098,,10.1099/ijs.0.046425-0,
rid.14090,2013,23148100,,10.1099/ijs.0.046987-0,
rid.14075,2013,23159756,,10.1099/ijs.0.042911-0,
rid.14095,2013,23159757,,10.1099/ijs.0.044099-0,
rid.14091,2013,23159758,,10.1099/ijs.0.040881-0,
rid.14096,2013,23178723,,10.1099/ijs.0.045468-0,
rid.14076,2013,23178724,,10.1099/ijs.0.046482-0,
rid.14098,2013,23111784,,10.1007/s10482-012-9831-y,
rid.14099,2012,22367954,,10.1007/s12275-012-1615-6,
rid.14101,2013,23064857,,10.1007/s10482-012-9825-9,
rid.14122,2013,23338603,,10.1007/s10482-013-9880-x,
rid.14127,2012,23131868,,10.1016/j.anaerobe.2012.10.008,
rid.14128,2013,23543245,,10.1007/s10482-013-9913-5,
rid.14103,2013,23070461,,10.1007/s10482-012-9826-8,
rid.14104,2013,23271643,,10.1007/s10482-012-9867-z,
rid.14106,2013,23266188,,10.1016/j.syapm.2012.11.002,
rid.14107,2013,23307136,,10.1007/s10482-012-9870-4,
rid.14108,2013,23423354,,10.1007/s10482-013-9893-5,
rid.14110,2013,23444038,,10.1007/s10482-013-9896-2,
rid.14618,2013,23847282,,10.1099/ijs.0.049957-0,
rid.14111,2013,23494330,,10.1007/s10482-013-9903-7,
rid.14112,2013,23625232,,10.1007/s12275-013-3126-5,
rid.14113,2013,23446703,,10.1007/s10482-013-9895-3,
rid.14115,2013,23736906,,10.1007/s10482-013-9930-4,
rid.14119,2013,23314928,,10.1007/s10482-013-9879-3,
rid.14120,2012,23052830,,10.1007/s00792-012-0485-5,
rid.14121,2013,23525880,,10.1007/s10482-013-9906-4,
rid.14123,2013,23314912,,10.1007/s10482-013-9876-6,
rid.14052,2013,23041644,,10.1099/ijs.0.044362-0,
rid.14080,2013,23064352,,10.1099/ijs.0.045534-0,
rid.14081,2013,23041641,,10.1099/ijs.0.046193-0,
rid.14077,2013,23178725,,10.1099/ijs.0.046300-0,
rid.14078,2013,23178726,,10.1099/ijs.0.046581-0,
rid.14125,2013,23584601,,10.1007/s10482-013-9922-4,
rid.14102,2013,23291832,,10.1007/s10482-012-9869-x,
rid.14109,2013,23219252,,10.1016/j.syapm.2012.10.003,
rid.14138,2012,23167785,,10.1111/jam.12080,
rid.14139,2013,,,,
rid.14146,2013,23592176,,10.1007/s10482-013-9908-2,
rid.14140,2013,23415483,,10.1016/j.syapm.2012.12.005,
rid.14129,2013,23592177,,10.1007/s10482-013-9923-3,
rid.14130,2013,23104072,,10.1007/s10482-012-9833-9,
rid.14131,2013,23408056,,10.1007/s00203-013-0873-y,
rid.12314,2011,,,10.1099/ijs.0.030445-0,
rid.14134,2013,23515678,,10.1007/s10482-013-9904-6,
rid.14135,2013,23337028,,10.1016/j.syapm.2012.12.003,
rid.14163,2013,23264499,,10.1099/ijs.0.048454-0,
rid.14136,2013,23670792,,10.1007/s10482-013-9934-0,
rid.14144,2013,23196893,,10.1007/s10482-012-9859-z,
rid.14145,2011,21409616,,10.1007/s00284-011-9917-1,
rid.14137,2013,23394813,,10.1016/j.syapm.2012.12.004,
rid.14147,2013,23625230,,10.1007/s12275-013-2516-z,
rid.14148,2013,23381607,,10.1007/s10482-013-9888-2,
rid.14149,2013,23178729,,10.1099/ijs.0.043570-0,
rid.14150,2013,23178730,,10.1099/ijs.0.045476-0,
rid.14152,2013,23203625,,10.1099/ijs.0.046599-0,
rid.14153,2013,23203624,,10.1099/ijs.0.046870-0,
rid.14161,2013,23264497,,10.1099/ijs.0.047902-0,
rid.14132,2013,23280322,,10.1016/j.syapm.2012.11.005,
rid.14180,2007,17321094,,10.1016/j.syapm.2007.01.004,
rid.14162,2013,23609050,,10.1007/s10482-013-9925-1,
rid.14164,2013,23265195,,10.1016/j.syapm.2012.11.003,
rid.14168,2013,23723018,,10.1007/s10482-013-9939-8,
rid.14170,2013,23812821,,10.1007/s12275-013-2664-1,
rid.14160,2012,23408786,PMC3569389,10.4056/sigs.3256677,
rid.14166,2013,23716127,PMC3695678,10.1007/s10482-013-9938-9,
rid.14175,2013,23178727,,10.1099/ijs.0.045211-0,
rid.14176,2013,23178728,,10.1099/ijs.0.045757-0,
rid.14177,2013,23243092,,10.1099/ijs.0.045062-0,
rid.14154,2013,23223813,,10.1099/ijs.0.047134-0,
rid.14155,2013,23243091,,10.1099/ijs.0.048504-0,
rid.14178,2013,23223818,,10.1099/ijs.0.041830-0,
rid.14181,2013,23223817,,10.1099/ijs.0.043232-0,
rid.14156,2013,23243095,,10.1099/ijs.0.045237-0,
rid.14158,2013,23264500,,10.1099/ijs.0.047522-0,
rid.14165,2013,23264505,,10.1099/ijs.0.048892-0,
rid.14167,2013,23291891,,10.1099/ijs.0.043745-0,
rid.14169,2013,23291890,,10.1099/ijs.0.045344-0,
rid.14171,2013,23291889,,10.1099/ijs.0.046946-0,
rid.14172,2013,23291892,,10.1099/ijs.0.047928-0,
rid.14174,2013,23291895,,10.1099/ijs.0.047985-0,
rid.14218,2013,23396721,,10.1099/ijs.0.048876-0,
rid.14208,2013,23178721,,10.1099/ijs.0.045567-0,
rid.14185,2013,23203621,,10.1099/ijs.0.042176-0,
rid.14207,2013,23203626,,10.1099/ijs.0.047233-0,
rid.14187,2013,23223814,,10.1099/ijs.0.047803-0,
rid.14188,2013,23223815,,10.1099/ijs.0.044461-0,
rid.14189,2013,23223816,,10.1099/ijs.0.046789-0,
rid.14190,2013,23223819,,10.1099/ijs.0.046011-0,
rid.14182,2013,23223820,,10.1099/ijs.0.047027-0,
rid.14191,2013,23243090,,10.1099/ijs.0.042978-0,
rid.14203,2013,23243094,,10.1099/ijs.0.039628-0,
rid.14193,2013,23243096,,10.1099/ijs.0.048884-0,
